id,atm,surface
101000,8,2
101001,1,1
101002,1,1
101003,1,1
101004,1,1
101005,1,1
101006,1,1
101007,1,1
101008,1,1
101009,1,1
101010,1,1
101011,1,2
101012,3,2
101013,1,1
101014,8,2
101015,1,1
101016,1,1
101017,8,2
101018,1,1
101019,1,1
101020,1,1
101021,8,1
101022,2,2
101023,1,1
101024,1,1
101025,1,1
101026,1,1
101027,1,2
101028,1,1
101029,1,1
101030,1,1
101031,8,1
101032,2,2
101033,1,1
101034,2,2
101035,2,2
101036,2,2
101037,1,1
101038,4,5
101039,2,2
101040,2,2
101041,8,1
101042,1,1
101043,2,2
101044,2,2
101045,1,1
101046,2,1
101047,3,2
101048,2,2
101049,2,2
101050,1,1
101051,3,2
101052,1,2
101053,2,2
101054,2,2
101055,2,2
101056,2,2
101057,2,2
101058,1,1
101059,2,2
101060,2,2
101061,1,1
101062,1,1
101063,1,2
101064,1,1
101065,1,0
101066,1,1
101067,1,1
101068,2,2
101069,1,0
101070,1,1
101071,1,1
101072,1,1
101073,1,1
101074,1,1
101075,1,1
101076,1,-1
101077,2,2
101078,1,1
101079,1,1
101080,1,1
101081,1,1
101082,1,1
101083,1,1
101084,1,1
101085,1,1
101086,1,1
101087,2,2
101088,1,1
101089,1,-1
101090,1,1
101091,1,1
101092,1,1
101093,1,1
101094,2,2
101095,1,1
101096,2,2
101097,1,-1
101098,1,1
101099,1,1
101100,1,1
101101,8,1
101102,1,1
101103,2,2
101104,1,1
101105,1,1
101106,1,1
101107,3,2
101108,1,1
101109,2,2
101110,2,2
101111,2,2
101112,1,1
101113,1,1
101114,1,1
101115,1,1
101116,3,2
101117,2,2
101118,1,1
101119,1,2
101120,2,2
101121,1,1
101122,1,1
101123,1,1
101124,2,2
101125,2,2
101126,1,1
101127,2,2
101128,1,1
101129,1,1
101130,1,1
101131,2,2
101132,1,1
101133,1,1
101134,1,1
101135,1,1
101136,1,1
101137,1,1
101138,1,1
101139,1,1
101140,2,2
101141,1,1
101142,1,1
101143,1,1
101144,3,2
101145,1,1
101146,1,1
101147,1,1
101148,1,1
101149,1,1
101150,1,1
101151,1,1
101152,1,1
101153,1,1
101154,1,1
101155,1,1
101156,1,1
101157,2,2
101158,1,1
101159,2,2
101160,1,1
101161,1,1
101162,1,1
101163,2,2
101164,1,1
101165,1,1
101166,2,2
101167,8,2
101168,1,1
101169,1,1
101170,1,1
101171,2,2
101172,1,2
101173,1,1
101174,2,2
101175,1,1
101176,1,1
101177,1,2
101178,1,2
101179,6,1
101180,1,1
101181,2,2
101182,1,1
101183,1,1
101184,1,1
101185,1,1
101186,1,1
101187,1,2
101188,1,1
101189,1,1
101190,1,1
101191,1,2
101192,1,1
101193,1,1
101194,1,1
101195,1,1
101196,2,2
101197,1,1
101198,1,1
101199,1,1
101200,1,1
101201,1,1
101202,2,2
101203,1,1
101204,2,2
101205,1,1
101206,1,1
101207,1,1
101208,8,1
101209,2,3
101210,1,1
101211,1,1
101212,1,1
101213,1,1
101214,1,1
101215,1,1
101216,1,1
101217,1,1
101218,1,2
101219,3,2
101220,1,1
101221,9,1
101222,1,1
101223,1,1
101224,1,1
101225,1,1
101226,1,1
101227,1,0
101228,8,2
101229,1,1
101230,8,1
101231,2,2
101232,2,2
101233,2,2
101234,9,2
101235,8,1
101236,2,2
101237,2,2
101238,1,2
101239,1,1
101240,2,2
101241,8,2
101242,2,2
101243,2,2
101244,1,1
101245,1,1
101246,1,1
101247,1,2
101248,1,1
101249,4,2
101250,1,1
101251,8,2
101252,1,1
101253,1,1
101254,1,1
101255,1,1
101256,1,1
101257,1,2
101258,1,1
101259,1,1
101260,1,0
101261,1,1
101262,1,1
101263,1,1
101264,5,2
101265,1,1
101266,1,1
101267,1,1
101268,1,0
101269,1,1
101270,2,2
101271,1,1
101272,2,2
101273,1,1
101274,1,1
101275,1,1
101276,2,2
101277,1,1
101278,1,1
101279,1,1
101280,1,1
101281,1,1
101282,1,1
101283,1,1
101284,1,1
101285,1,1
101286,1,1
101287,1,1
101288,1,1
101289,1,1
101290,1,1
101291,1,1
101292,1,1
101293,1,1
101294,1,-1
101295,1,1
101296,1,1
101297,1,1
101298,1,0
101299,1,1
101300,1,1
101301,1,1
101302,3,3
101303,1,1
101304,8,1
101305,1,1
101306,1,1
101307,1,1
101308,8,1
101309,1,1
101310,1,1
101311,1,1
101312,2,2
101313,1,1
101314,1,1
101315,1,1
101316,2,2
101317,1,-1
101318,9,1
101319,2,2
101320,3,2
101321,1,1
101322,1,1
101323,1,1
101324,2,2
101325,3,2
101326,1,1
101327,1,1
101328,1,2
101329,8,1
101330,1,1
101331,9,1
101332,1,1
101333,2,2
101334,1,1
101335,1,1
101336,1,1
101337,1,1
101338,1,1
101339,2,2
101340,2,2
101341,8,1
101342,1,1
101343,1,1
101344,1,1
101345,1,1
101346,1,1
101347,8,7
101348,2,2
101349,1,1
101350,2,2
101351,1,2
101352,9,2
101353,1,1
101354,2,2
101355,2,2
101356,1,1
101357,8,2
101358,8,1
101359,2,2
101360,1,1
101361,1,1
101362,1,2
101363,1,1
101364,1,0
101365,1,1
101366,1,1
101367,1,1
101368,1,1
101369,1,1
101370,3,2
101371,1,1
101372,1,1
101373,1,1
101374,1,1
101375,1,1
101376,1,1
101377,1,1
101378,1,1
101379,2,2
101380,1,1
101381,1,2
101382,1,1
101383,1,1
101384,8,1
101385,1,1
101386,1,1
101387,2,2
101388,2,2
101389,1,1
101390,8,1
101391,1,1
101392,2,2
101393,1,1
101394,8,1
101395,1,1
101396,1,2
101397,1,1
101398,1,1
101399,2,2
101400,1,1
101401,8,1
101402,1,2
101403,1,1
101404,1,2
101405,1,1
101406,1,1
101407,1,1
101408,1,1
101409,1,1
101410,1,1
101411,1,0
101412,1,1
101413,1,1
101414,1,1
101415,1,1
101416,1,1
101417,1,1
101418,1,1
101419,1,1
101420,1,1
101421,1,1
101422,1,1
101423,1,1
101424,1,1
101425,1,1
101426,1,1
101427,1,1
101428,1,1
101429,1,1
101430,1,1
101431,1,1
101432,1,1
101433,1,1
101434,1,1
101435,1,1
101436,1,1
101437,8,2
101438,1,1
101439,1,1
101440,1,1
101441,1,1
101442,2,2
101443,2,2
101444,2,1
101445,2,2
101446,2,2
101447,1,1
101448,1,1
101449,1,1
101450,1,1
101451,1,1
101452,1,1
101453,1,1
101454,8,2
101455,1,1
101456,1,1
101457,1,1
101458,1,1
101459,2,2
101460,1,1
101461,1,1
101462,1,1
101463,1,1
101464,1,1
101465,1,1
101466,1,1
101467,1,1
101468,1,1
101469,1,1
101470,1,1
101471,1,1
101472,2,2
101473,2,2
101474,1,1
101475,1,1
101476,1,1
101477,1,1
101478,1,1
101479,1,1
101480,1,1
101481,1,1
101482,3,2
101483,2,2
101484,1,1
101485,1,1
101486,1,1
101487,1,1
101488,1,1
101489,1,1
101490,2,2
101491,1,1
101492,2,2
101493,1,1
101494,2,2
101495,2,2
101496,1,1
101497,2,2
101498,8,1
101499,1,1
101500,2,2
101501,1,2
101502,2,1
101503,2,2
101504,2,2
101505,1,1
101506,1,1
101507,8,2
101508,1,1
101509,2,2
101510,8,2
101511,1,1
101512,1,1
101513,1,1
101514,1,2
101515,1,1
101516,8,2
101517,2,2
101518,2,2
101519,2,2
101520,8,2
101521,2,2
101522,2,2
101523,2,2
101524,8,7
101525,8,7
101526,2,2
101527,2,2
101528,1,1
101529,2,2
101530,2,2
101531,2,2
101532,2,2
101533,2,2
101534,1,1
101535,2,2
101536,1,2
101537,1,1
101538,9,7
101539,9,7
101540,9,7
101541,1,7
101542,1,1
101543,1,1
101544,5,7
101545,8,1
101546,8,2
101547,1,8
101548,1,1
101549,1,1
101550,2,2
101551,8,2
101552,2,2
101553,1,1
101554,2,2
101555,5,1
101556,5,2
101557,1,1
101558,1,1
101559,1,1
101560,1,1
101561,1,1
101562,2,2
101563,3,2
101564,1,1
101565,1,1
101566,1,1
101567,1,1
101568,1,2
101569,1,1
101570,1,1
101571,1,0
101572,1,1
101573,1,1
101574,1,1
101575,1,1
101576,2,2
101577,1,1
101578,1,1
101579,1,1
101580,1,1
101581,1,1
101582,1,2
101583,1,1
101584,2,1
101585,1,1
101586,1,0
101587,1,1
101588,1,1
101589,1,1
101590,1,1
101591,1,1
101592,1,1
101593,1,1
101594,1,1
101595,1,1
101596,1,1
101597,1,1
101598,2,2
101599,1,1
101600,1,1
101601,1,1
101602,1,1
101603,1,1
101604,1,1
101605,2,0
101606,2,2
101607,1,1
101608,1,1
101609,1,1
101610,1,1
101611,1,1
101612,2,2
101613,1,1
101614,2,2
101615,1,1
101616,1,0
101617,1,2
101618,2,2
101619,1,1
101620,1,0
101621,1,2
101622,2,2
101623,1,1
101624,1,1
101625,1,1
101626,1,1
101627,1,2
101628,1,2
101629,2,2
101630,1,0
101631,1,1
101632,1,0
101633,1,1
101634,1,1
101635,1,1
101636,1,1
101637,1,0
101638,2,2
101639,2,2
101640,1,1
101641,1,2
101642,1,1
101643,2,2
101644,1,1
101645,2,0
101646,1,0
101647,1,1
101648,1,1
101649,1,1
101650,1,1
101651,1,1
101652,1,1
101653,1,1
101654,1,1
101655,1,1
101656,1,1
101657,1,1
101658,1,1
101659,1,1
101660,1,1
101661,1,1
101662,1,1
101663,1,1
101664,1,1
101665,1,1
101666,2,2
101667,1,1
101668,1,1
101669,2,2
101670,1,1
101671,1,1
101672,1,1
101673,1,1
101674,1,1
101675,8,2
101676,1,1
101677,8,1
101678,1,1
101679,1,2
101680,1,1
101681,1,1
101682,1,1
101683,1,1
101684,1,1
101685,1,1
101686,1,1
101687,2,2
101688,1,1
101689,1,1
101690,2,2
101691,1,1
101692,1,1
101693,1,1
101694,1,1
101695,7,1
101696,2,2
101697,1,1
101698,1,1
101699,1,1
101700,1,1
101701,4,2
101702,-2147483648,1
101703,3,1
101704,1,1
101705,6,1
101706,2,1
101707,1,0
101708,1,1
101709,1,1
101710,1,1
101711,1,1
101712,1,1
101713,3,2
101714,1,1
101715,1,1
101716,1,1
101717,1,1
101718,2,2
101719,2,2
101720,1,1
101721,9,0
101722,1,1
101723,2,2
101724,1,1
101725,2,2
101726,2,2
101727,3,2
101728,1,1
101729,8,2
101730,2,2
101731,2,2
101732,2,2
101733,1,1
101734,1,1
101735,1,1
101736,1,1
101737,7,1
101738,1,1
101739,1,1
101740,1,1
101741,1,1
101742,2,2
101743,1,1
101744,1,1
101745,1,1
101746,8,1
101747,1,1
101748,1,1
101749,1,1
101750,2,2
101751,3,1
101752,1,1
101753,1,1
101754,1,1
101755,1,1
101756,1,1
101757,8,1
101758,1,1
101759,8,1
101760,8,2
101761,1,1
101762,2,2
101763,3,2
101764,1,1
101765,8,2
101766,8,2
101767,1,1
101768,1,1
101769,2,2
101770,1,1
101771,1,1
101772,1,2
101773,1,1
101774,1,1
101775,1,2
101776,1,1
101777,1,1
101778,1,1
101779,1,1
101780,1,1
101781,2,2
101782,3,3
101783,1,1
101784,1,1
101785,7,1
101786,1,1
101787,1,0
101788,2,2
101789,3,0
101790,2,2
101791,9,7
101792,1,1
101793,1,1
101794,1,1
101795,1,1
101796,1,1
101797,2,2
101798,1,1
101799,1,1
101800,1,1
101801,1,1
101802,1,1
101803,1,1
101804,2,2
101805,1,1
101806,1,1
101807,1,1
101808,7,0
101809,1,1
101810,1,1
101811,1,1
101812,1,1
101813,1,1
101814,1,1
101815,1,1
101816,8,2
101817,1,0
101818,7,1
101819,1,1
101820,1,1
101821,1,1
101822,1,1
101823,1,1
101824,1,1
101825,1,1
101826,2,2
101827,1,1
101828,1,1
101829,7,1
101830,1,1
101831,1,1
101832,1,1
101833,1,1
101834,1,1
101835,1,1
101836,1,1
101837,1,1
101838,1,1
101839,1,1
101840,1,1
101841,1,1
101842,1,1
101843,7,1
101844,1,1
101845,1,1
101846,1,1
101847,1,1
101848,1,1
101849,1,1
101850,1,1
101851,2,2
101852,1,1
101853,1,1
101854,1,1
101855,1,1
101856,1,1
101857,1,1
101858,1,1
101859,1,1
101860,1,1
101861,3,2
101862,1,1
101863,1,1
101864,7,1
101865,1,1
101866,1,1
101867,1,1
101868,1,1
101869,1,1
101870,1,1
101871,1,1
101872,1,1
101873,1,1
101874,2,2
101875,1,1
101876,2,2
101877,1,1
101878,1,1
101879,8,1
101880,1,1
101881,1,1
101882,8,1
101883,1,2
101884,2,2
101885,2,2
101886,1,1
101887,1,1
101888,1,1
101889,1,1
101890,1,1
101891,1,1
101892,1,1
101893,2,2
101894,1,1
101895,7,1
101896,1,1
101897,2,2
101898,1,1
101899,1,1
101900,2,2
101901,1,1
101902,2,2
101903,1,1
101904,1,1
101905,1,1
101906,1,1
101907,1,1
101908,7,1
101909,5,1
101910,8,1
101911,1,1
101912,2,2
101913,2,2
101914,1,1
101915,1,1
101916,1,1
101917,1,1
101918,1,1
101919,3,2
101920,1,1
101921,1,1
101922,1,1
101923,2,2
101924,1,1
101925,2,-1
101926,1,2
101927,8,1
101928,3,2
101929,2,2
101930,3,2
101931,2,2
101932,2,2
101933,1,2
101934,7,2
101935,1,1
101936,1,2
101937,2,2
101938,3,2
101939,1,1
101940,1,1
101941,1,1
101942,1,1
101943,1,1
101944,1,2
101945,1,1
101946,1,1
101947,2,2
101948,1,1
101949,1,1
101950,1,1
101951,1,1
101952,1,1
101953,1,1
101954,8,1
101955,1,1
101956,1,1
101957,1,1
101958,1,1
101959,1,1
101960,1,1
101961,1,1
101962,1,1
101963,1,1
101964,1,1
101965,7,1
101966,1,1
101967,1,1
101968,1,1
101969,1,1
101970,2,2
101971,1,1
101972,1,1
101973,1,1
101974,1,1
101975,1,1
101976,1,1
101977,1,1
101978,1,1
101979,1,1
101980,1,1
101981,8,1
101982,1,1
101983,1,1
101984,1,1
101985,1,1
101986,1,1
101987,1,1
101988,1,1
101989,3,1
101990,1,1
101991,2,2
101992,9,2
101993,1,1
101994,1,1
101995,1,1
101996,1,1
101997,2,2
101998,2,2
101999,1,1
102000,2,2
102001,1,2
102002,2,2
102003,2,2
102004,2,2
102005,8,2
102006,2,2
102007,1,1
102008,1,2
102009,2,2
102010,2,2
102011,2,2
102012,1,2
102013,1,1
102014,1,1
102015,8,2
102016,1,2
102017,8,1
102018,1,1
102019,1,1
102020,8,2
102021,1,1
102022,2,1
102023,1,1
102024,1,1
102025,1,0
102026,1,1
102027,1,1
102028,2,2
102029,8,1
102030,1,1
102031,1,1
102032,1,1
102033,1,1
102034,1,1
102035,1,1
102036,1,1
102037,1,1
102038,1,1
102039,1,2
102040,1,1
102041,3,2
102042,1,1
102043,1,1
102044,1,1
102045,1,1
102046,2,2
102047,1,1
102048,1,1
102049,8,1
102050,1,1
102051,1,1
102052,3,2
102053,2,2
102054,1,1
102055,1,1
102056,1,1
102057,1,1
102058,1,1
102059,1,1
102060,1,1
102061,1,1
102062,1,1
102063,1,1
102064,1,1
102065,1,0
102066,1,2
102067,1,0
102068,2,2
102069,1,0
102070,1,1
102071,1,2
102072,1,0
102073,2,2
102074,1,1
102075,1,1
102076,1,1
102077,1,1
102078,1,1
102079,1,1
102080,2,2
102081,1,0
102082,1,1
102083,1,1
102084,1,1
102085,1,2
102086,3,2
102087,2,2
102088,2,2
102089,1,1
102090,1,0
102091,1,1
102092,1,0
102093,1,0
102094,1,1
102095,1,0
102096,1,0
102097,2,0
102098,1,0
102099,1,0
102100,1,0
102101,1,1
102102,1,1
102103,1,0
102104,1,1
102105,1,1
102106,1,1
102107,1,1
102108,1,1
102109,1,1
102110,1,1
102111,1,0
102112,1,1
102113,1,1
102114,1,1
102115,1,0
102116,1,1
102117,1,0
102118,1,1
102119,1,0
102120,2,1
102121,3,2
102122,1,0
102123,1,1
102124,1,0
102125,1,0
102126,1,0
102127,1,1
102128,1,0
102129,1,1
102130,1,0
102131,1,0
102132,1,1
102133,1,0
102134,1,1
102135,1,0
102136,1,1
102137,1,1
102138,1,1
102139,1,1
102140,1,1
102141,7,1
102142,1,1
102143,1,1
102144,1,1
102145,1,1
102146,1,1
102147,1,1
102148,1,1
102149,1,1
102150,1,1
102151,1,1
102152,1,1
102153,1,1
102154,1,1
102155,1,1
102156,1,1
102157,1,1
102158,1,1
102159,1,1
102160,1,1
102161,1,1
102162,1,1
102163,2,1
102164,2,2
102165,1,1
102166,1,1
102167,1,1
102168,1,1
102169,1,1
102170,1,1
102171,1,1
102172,1,1
102173,1,1
102174,1,1
102175,2,2
102176,1,1
102177,1,1
102178,1,1
102179,2,2
102180,2,2
102181,1,1
102182,8,2
102183,1,1
102184,1,1
102185,1,1
102186,1,1
102187,1,1
102188,1,1
102189,1,1
102190,1,1
102191,1,1
102192,1,1
102193,1,1
102194,1,1
102195,1,1
102196,1,1
102197,2,2
102198,1,1
102199,2,2
102200,1,1
102201,1,1
102202,1,1
102203,1,1
102204,1,2
102205,1,1
102206,1,1
102207,1,1
102208,1,1
102209,1,1
102210,1,1
102211,1,1
102212,2,2
102213,2,0
102214,8,2
102215,8,2
102216,1,1
102217,1,1
102218,1,1
102219,1,1
102220,2,2
102221,8,2
102222,2,2
102223,1,1
102224,1,1
102225,1,1
102226,8,1
102227,1,1
102228,2,2
102229,2,2
102230,2,2
102231,1,1
102232,1,1
102233,1,1
102234,1,1
102235,8,1
102236,1,1
102237,1,1
102238,1,1
102239,2,2
102240,2,2
102241,1,2
102242,2,2
102243,1,1
102244,1,1
102245,1,1
102246,1,1
102247,1,2
102248,2,1
102249,1,1
102250,1,1
102251,8,2
102252,2,2
102253,1,1
102254,5,1
102255,1,0
102256,1,1
102257,1,1
102258,2,2
102259,1,1
102260,3,2
102261,2,2
102262,1,1
102263,1,1
102264,1,1
102265,1,1
102266,1,1
102267,1,1
102268,7,1
102269,2,2
102270,1,1
102271,8,1
102272,2,2
102273,1,0
102274,1,1
102275,1,1
102276,1,1
102277,8,1
102278,1,1
102279,1,1
102280,1,1
102281,1,1
102282,2,2
102283,1,1
102284,1,1
102285,3,2
102286,1,0
102287,1,1
102288,1,1
102289,1,1
102290,1,1
102291,1,1
102292,1,1
102293,1,2
102294,1,1
102295,1,1
102296,1,1
102297,8,1
102298,1,1
102299,1,1
102300,1,1
102301,1,1
102302,1,1
102303,1,1
102304,1,1
102305,1,1
102306,1,1
102307,2,2
102308,8,2
102309,1,2
102310,1,1
102311,1,1
102312,2,2
102313,2,2
102314,2,2
102315,6,1
102316,2,2
102317,2,2
102318,9,1
102319,1,1
102320,1,1
102321,1,2
102322,1,1
102323,1,1
102324,1,1
102325,1,1
102326,1,1
102327,2,2
102328,8,1
102329,2,0
102330,8,1
102331,1,1
102332,2,2
102333,8,2
102334,3,2
102335,1,1
102336,1,1
102337,1,1
102338,1,1
102339,1,1
102340,1,1
102341,2,2
102342,1,1
102343,1,0
102344,1,1
102345,1,1
102346,1,1
102347,1,2
102348,8,1
102349,1,1
102350,1,1
102351,1,1
102352,1,1
102353,1,1
102354,3,1
102355,1,1
102356,1,1
102357,1,1
102358,1,1
102359,1,1
102360,1,1
102361,1,1
102362,1,1
102363,1,1
102364,1,0
102365,1,1
102366,1,1
102367,1,1
102368,1,1
102369,1,1
102370,1,1
102371,1,1
102372,2,1
102373,2,2
102374,1,1
102375,1,1
102376,1,1
102377,2,2
102378,1,2
102379,2,2
102380,2,2
102381,8,1
102382,1,1
102383,1,1
102384,1,1
102385,1,1
102386,1,1
102387,1,1
102388,1,1
102389,1,1
102390,1,1
102391,1,1
102392,1,1
102393,1,1
102394,1,1
102395,1,1
102396,1,1
102397,1,1
102398,1,1
102399,1,1
102400,1,1
102401,1,1
102402,2,2
102403,1,1
102404,1,1
102405,1,1
102406,1,1
102407,1,1
102408,1,1
102409,1,1
102410,1,1
102411,1,1
102412,1,1
102413,1,1
102414,1,1
102415,8,0
102416,8,2
102417,2,2
102418,1,1
102419,2,2
102420,1,1
102421,1,1
102422,1,1
102423,1,1
102424,8,1
102425,1,1
102426,1,1
102427,1,1
102428,1,1
102429,1,1
102430,1,1
102431,1,1
102432,1,1
102433,1,1
102434,1,2
102435,1,1
102436,1,1
102437,1,1
102438,1,1
102439,1,1
102440,1,1
102441,1,1
102442,1,1
102443,1,1
102444,1,1
102445,1,1
102446,1,1
102447,1,1
102448,1,1
102449,1,1
102450,1,1
102451,2,2
102452,2,2
102453,1,1
102454,1,0
102455,1,1
102456,1,1
102457,1,1
102458,1,1
102459,1,1
102460,1,1
102461,1,1
102462,1,1
102463,1,1
102464,1,1
102465,1,1
102466,1,1
102467,1,1
102468,1,1
102469,1,1
102470,1,1
102471,2,2
102472,1,1
102473,2,2
102474,2,2
102475,2,2
102476,1,1
102477,1,2
102478,4,2
102479,1,1
102480,1,1
102481,2,2
102482,2,2
102483,4,2
102484,8,2
102485,1,2
102486,1,1
102487,1,1
102488,2,2
102489,2,2
102490,2,2
102491,1,1
102492,1,1
102493,1,1
102494,1,1
102495,1,1
102496,1,1
102497,1,1
102498,1,1
102499,1,1
102500,1,1
102501,1,1
102502,1,1
102503,1,1
102504,1,1
102505,1,1
102506,1,1
102507,1,1
102508,1,1
102509,1,1
102510,8,2
102511,1,1
102512,1,1
102513,1,1
102514,1,1
102515,1,1
102516,1,1
102517,8,1
102518,1,1
102519,1,1
102520,8,2
102521,3,2
102522,1,1
102523,1,1
102524,1,1
102525,1,1
102526,1,1
102527,1,1
102528,2,2
102529,1,1
102530,2,1
102531,1,1
102532,1,8
102533,1,1
102534,1,1
102535,1,1
102536,8,1
102537,1,1
102538,8,1
102539,1,1
102540,1,1
102541,2,2
102542,3,2
102543,1,1
102544,2,2
102545,1,1
102546,1,1
102547,1,1
102548,1,1
102549,1,1
102550,1,0
102551,1,1
102552,1,1
102553,1,1
102554,1,1
102555,1,1
102556,2,2
102557,2,2
102558,8,1
102559,1,1
102560,1,1
102561,1,0
102562,1,1
102563,1,1
102564,1,1
102565,1,1
102566,1,1
102567,1,1
102568,1,2
102569,5,1
102570,5,1
102571,1,1
102572,1,1
102573,1,1
102574,1,1
102575,1,1
102576,1,1
102577,1,1
102578,8,1
102579,2,2
102580,1,1
102581,1,1
102582,1,1
102583,1,1
102584,8,2
102585,1,1
102586,1,1
102587,1,1
102588,2,2
102589,8,0
102590,1,2
102591,1,1
102592,2,2
102593,1,1
102594,8,2
102595,1,2
102596,8,1
102597,2,2
102598,2,0
102599,2,2
102600,8,2
102601,2,2
102602,8,2
102603,1,7
102604,1,1
102605,2,2
102606,1,1
102607,1,1
102608,1,1
102609,1,0
102610,2,2
102611,1,2
102612,8,2
102613,8,2
102614,1,1
102615,1,1
102616,2,2
102617,1,2
102618,1,1
102619,1,1
102620,1,1
102621,2,2
102622,2,2
102623,2,2
102624,1,1
102625,1,1
102626,1,1
102627,1,1
102628,1,1
102629,1,1
102630,1,1
102631,2,2
102632,1,1
102633,1,1
102634,2,2
102635,1,1
102636,1,1
102637,2,2
102638,3,2
102639,1,1
102640,1,1
102641,1,1
102642,1,0
102643,1,1
102644,8,2
102645,1,1
102646,1,1
102647,1,1
102648,1,1
102649,1,2
102650,1,2
102651,1,1
102652,1,1
102653,1,1
102654,1,1
102655,1,1
102656,1,0
102657,1,1
102658,1,1
102659,1,1
102660,1,1
102661,2,2
102662,1,1
102663,1,1
102664,1,1
102665,1,1
102666,1,1
102667,1,2
102668,1,1
102669,1,1
102670,1,1
102671,1,2
102672,2,1
102673,2,2
102674,1,1
102675,1,2
102676,1,1
102677,2,2
102678,2,2
102679,3,2
102680,1,1
102681,1,1
102682,1,1
102683,1,1
102684,1,1
102685,1,1
102686,1,1
102687,2,2
102688,2,2
102689,1,1
102690,1,1
102691,1,1
102692,1,2
102693,1,1
102694,1,1
102695,1,1
102696,1,1
102697,1,1
102698,1,1
102699,1,1
102700,1,1
102701,1,1
102702,1,1
102703,2,2
102704,1,1
102705,1,1
102706,1,1
102707,1,1
102708,1,1
102709,2,2
102710,1,1
102711,1,1
102712,1,1
102713,2,1
102714,1,1
102715,1,1
102716,1,1
102717,1,1
102718,1,1
102719,1,1
102720,1,1
102721,7,1
102722,1,1
102723,1,1
102724,2,2
102725,3,2
102726,3,2
102727,1,0
102728,1,1
102729,1,2
102730,1,1
102731,1,1
102732,1,1
102733,8,2
102734,8,1
102735,1,1
102736,1,1
102737,1,1
102738,2,2
102739,1,1
102740,2,2
102741,2,2
102742,1,1
102743,1,1
102744,2,3
102745,1,1
102746,1,1
102747,1,1
102748,1,1
102749,1,1
102750,1,1
102751,1,1
102752,1,1
102753,2,2
102754,1,1
102755,2,2
102756,2,2
102757,1,1
102758,2,2
102759,1,1
102760,1,1
102761,1,1
102762,1,1
102763,2,2
102764,2,2
102765,1,1
102766,1,1
102767,1,2
102768,1,1
102769,1,1
102770,1,1
102771,1,1
102772,1,1
102773,1,1
102774,1,1
102775,1,1
102776,1,1
102777,1,1
102778,1,1
102779,1,1
102780,1,1
102781,3,2
102782,8,2
102783,1,1
102784,1,1
102785,1,1
102786,1,1
102787,1,1
102788,1,1
102789,1,1
102790,1,1
102791,1,1
102792,1,1
102793,1,1
102794,1,1
102795,1,1
102796,8,1
102797,1,0
102798,2,2
102799,1,1
102800,1,1
102801,1,1
102802,1,1
102803,2,2
102804,1,1
102805,1,1
102806,1,1
102807,1,1
102808,1,1
102809,1,1
102810,3,2
102811,1,1
102812,1,1
102813,2,2
102814,1,1
102815,8,2
102816,8,1
102817,1,1
102818,1,1
102819,1,1
102820,1,1
102821,1,1
102822,1,1
102823,1,1
102824,1,1
102825,1,1
102826,1,1
102827,1,1
102828,1,1
102829,1,1
102830,1,1
102831,1,1
102832,1,1
102833,1,1
102834,1,1
102835,1,1
102836,1,1
102837,1,1
102838,1,1
102839,1,1
102840,1,1
102841,1,1
102842,1,1
102843,1,1
102844,2,2
102845,1,1
102846,1,1
102847,8,1
102848,1,1
102849,1,1
102850,1,1
102851,1,1
102852,1,1
102853,1,1
102854,1,1
102855,1,1
102856,2,2
102857,1,1
102858,1,1
102859,1,1
102860,1,1
102861,1,1
102862,1,1
102863,1,1
102864,2,2
102865,2,2
102866,1,1
102867,1,1
102868,2,0
102869,1,1
102870,1,1
102871,1,1
102872,1,1
102873,6,1
102874,2,2
102875,1,1
102876,2,2
102877,1,1
102878,1,1
102879,1,2
102880,1,1
102881,1,1
102882,1,1
102883,1,1
102884,1,1
102885,7,1
102886,1,1
102887,1,1
102888,1,1
102889,5,1
102890,1,1
102891,1,1
102892,1,1
102893,1,1
102894,1,1
102895,1,1
102896,8,2
102897,2,2
102898,1,1
102899,1,1
102900,2,2
102901,1,1
102902,8,1
102903,2,2
102904,2,2
102905,2,2
102906,2,2
102907,1,1
102908,1,1
102909,1,1
102910,1,2
102911,1,1
102912,8,1
102913,1,1
102914,1,1
102915,1,1
102916,2,2
102917,1,1
102918,1,1
102919,1,1
102920,1,1
102921,3,2
102922,7,1
102923,1,1
102924,1,1
102925,1,1
102926,1,1
102927,1,1
102928,1,1
102929,1,1
102930,1,1
102931,1,1
102932,1,1
102933,1,1
102934,1,1
102935,1,1
102936,1,1
102937,1,1
102938,1,1
102939,7,1
102940,2,2
102941,1,1
102942,1,1
102943,1,1
102944,9,1
102945,1,1
102946,1,1
102947,1,1
102948,1,1
102949,1,1
102950,1,1
102951,1,1
102952,1,1
102953,1,1
102954,1,1
102955,1,1
102956,1,1
102957,1,1
102958,1,1
102959,1,1
102960,1,2
102961,1,1
102962,1,1
102963,1,1
102964,1,1
102965,1,1
102966,1,1
102967,1,1
102968,1,1
102969,1,1
102970,1,1
102971,8,1
102972,1,1
102973,1,1
102974,1,1
102975,2,2
102976,1,1
102977,3,2
102978,1,1
102979,1,1
102980,1,1
102981,2,2
102982,1,1
102983,1,1
102984,1,1
102985,1,1
102986,1,1
102987,1,1
102988,1,1
102989,2,2
102990,1,1
102991,2,2
102992,2,2
102993,2,2
102994,2,2
102995,2,2
102996,1,1
